name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,release_year,mood,Year
Underwater - Tinlicker Remix,Underwater (Tinlicker Remix),Gabriel & Dresden,http://open.spotify.com/track/7ku9ctunOcfqWP6z04QTRY,2018-05-01,53,239894,0.627,0.0607,0.857,0.835,0.132,0.124,-8.253,0.0402,121.976,2018,energetic,2018
Unintended,Showbiz,Muse,http://open.spotify.com/track/6kyxQuFD38mo4S3urD2Wkw,1999,61,237026,0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,1999,calm,1999
United,United,Armin van Buuren,http://open.spotify.com/track/27BMhzmPptTnpra962NgQh,2018-08-31,33,217391,0.643,0.0565,0.957,0.841,0.0763,0.281,-5.026,0.0892,138.07299999999998,2018,energetic,2018
Universe,Universe,Noah Vanden Abeele,http://open.spotify.com/track/0VrJzyZPEkz3VliJoU3w6A,2018-10-12,25,250987,0.623,0.994,0.134,0.935,0.192,0.171,-18.953,0.0478,62.562,2018,calm,2018
Unmade,Unmade,Thom Yorke,http://open.spotify.com/track/4rXDPFpzMyUIdEpNWiwzYV,2018-10-25,0,267454,0.186,0.974,0.3,0.924,0.0672,0.0877,-12.140999999999998,0.0368,96.563,2018,calm,2018
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,http://open.spotify.com/track/7dx3zyB8aQHd2LQm0u1lwS,2006-04-24,0,182533,0.5489999999999999,0.000785,0.8759999999999999,0.0,0.288,0.741,-3.589,0.0404,146.549,2006,energetic,2006
Uprising,The Resistance,Muse,http://open.spotify.com/track/4VqPOruhp5EdPBeR92t6lQ,2009-09-10,75,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2009,energetic,2009
Used to Be,Used to Be,Jurrivh,http://open.spotify.com/track/0p44zFo2S1c50vmx0B7mPF,2020-06-20,38,265641,0.201,0.989,0.0394,0.8390000000000001,0.0881,0.0754,-21.798,0.0334,73.742,2020,calm,2020
Vagabond,Vagabond,Steve Gunn,http://open.spotify.com/track/5gDZbPycrRPF5mC4voMg89,2019-01-08,20,301960,0.545,0.0888,0.7879999999999999,0.0258,0.0765,0.647,-3.968,0.0281,129.922,2019,energetic,2019
Vague,Envision,Amaranth Cove,http://open.spotify.com/track/3IOXceWmoCrTyl5TXFDzWu,2020-01-03,59,143000,0.32,0.8809999999999999,0.253,0.935,0.121,0.125,-17.843,0.0356,140.029,2020,calm,2020
Valse Lente,Valse Lente,Wilson Trouvé,http://open.spotify.com/track/6eTQcsb7NrdgPIZAHchT9k,2020-05-01,31,145807,0.366,0.996,0.0518,0.909,0.179,0.39,-26.901,0.0402,182.774,2020,calm,2020
Vamos,Vamos,Dimitri Vangelis & Wyman,http://open.spotify.com/track/0i6KOje3rNRSNPw0vy803g,2018-02-02,42,181237,0.52,0.00209,0.975,0.213,0.148,0.254,-3.66,0.0839,128.017,2018,energetic,2018
Venom,Venom,Dave202,http://open.spotify.com/track/4EvAP7MWnjDMkADXXEuF5t,2018-07-13,42,194500,0.357,0.159,0.851,0.866,0.146,0.241,-6.103,0.0534,130.013,2018,energetic,2018
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,http://open.spotify.com/track/0fBSs3fRoh1yJcne77fdu9,2012-01-01,68,281960,0.236,0.8109999999999999,0.249,"1,00E-06",0.087,0.181,-9.595,0.0348,72.847,2012,calm,2012
Video Killed The Radio Star,The Age Of Plastic,The Buggles,http://open.spotify.com/track/7o7E1nrHWncYY7PY94gCiX,1980-01-10,71,252773,0.68,0.103,0.6779999999999999,0.00828,0.204,0.251,-11.548,0.0754,131.165,1980,angry,1980
Wait For Me,Wanderlust,Steve Brian,http://open.spotify.com/track/6laq4MxNrh2ZKZGLhB7G0V,2018-12-07,52,217142,0.465,0.00987,0.7390000000000001,1.88e-06,0.373,0.0652,-7.786,0.0648,125.994,2018,energetic,2018
Waiting,Skisser,Alice Boman,http://open.spotify.com/track/7eClkLWbrr3TorYedzaDkI,2013-05-22,0,184320,0.236,0.975,0.33,0.126,0.116,0.0827,-10.085,0.0325,86.546,2013,calm,2013
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,http://open.spotify.com/track/27YP211Rr8RezhiFVDLFI8,2018-10-19,56,247504,0.507,0.00731,0.887,0.0,0.562,0.336,-4.084,0.141,128.015,2018,energetic,2018
Waiting On the World to Change,Continuum,John Mayer,http://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh,2006-09-11,74,201173,0.5770000000000001,0.159,0.7559999999999999,0.000232,0.249,0.6629999999999999,-5.82,0.115,176.75,2006,energetic,2006
Waiting like the Storm,Nocturne in Green,Rand Aldo,http://open.spotify.com/track/1CIIzFfELXMwLyKaGdpTul,2019-12-06,52,257625,0.162,0.946,0.0564,0.889,0.101,0.0361,-20.696,0.0341,60.01,2019,calm,2019
War,Rivals,Kensington,http://open.spotify.com/track/3h1in20DlO5KaSP1vLED90,2014-08-08,0,176652,0.6409999999999999,0.079,0.8059999999999999,0.00158,0.0708,0.721,-6.2810000000000015,0.0323,125.987,2014,energetic,2014
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,http://open.spotify.com/track/6AKWOVOJ81OQfsgxZbJ6QN,2015-09-04,63,224906,0.485,2.08e-05,0.987,0.0,0.267,0.272,-3.1,0.0738,123.576,2015,energetic,2015
Watching Clouds Disappear,Watching Clouds Disappear,Florejan,http://open.spotify.com/track/18HZyQSQdmtxv5i9YSHJTw,2020-05-15,35,142861,0.495,0.99,0.0191,0.902,0.113,0.243,-26.317,0.0362,112.814,2020,calm,2020
Water Colors,Water Colors,Star Slide,http://open.spotify.com/track/7rpGOF9MwCP2Oaz9yDO452,2019-09-18,50,182079,0.465,0.633,0.12,0.937,0.085,0.0659,-19.328,0.0386,72.021,2019,calm,2019
Water Lillies,Water Lillies,A Teardrop In The Lake,http://open.spotify.com/track/1sVIrkPZob1Ul6aIqy8n8z,2020-03-27,49,228000,0.234,0.848,0.226,0.942,0.111,0.0388,-15.991,0.0368,139.921,2020,calm,2020
Watersong,Wings Of Joy (Expanded Edition),Cranes,http://open.spotify.com/track/60kgQtJNMGRaFfzwy18XUY,1991,35,231506,0.6559999999999999,0.809,0.102,0.7879999999999999,0.0874,0.595,-20.337,0.0373,118.373,1991,calm,1991
Wave of Mutilation,Wave of Mutilation,Beacon,http://open.spotify.com/track/1BEljQOZPNNjsC3nfIAHxS,2020-01-10,31,149635,0.481,0.8420000000000001,0.229,0.00205,0.105,0.0525,-13.5,0.0342,92.014,2020,calm,2020
We Are Your Friends - Justice Vs Simian,We Are Your Friends,Simian,http://open.spotify.com/track/49ErwcBYfYRPNBdRuPvpYA,2006-01-01,62,262773,0.615,0.0104,0.97,0.384,0.178,0.507,1.342,0.119,122.993,2006,energetic,2006
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,http://open.spotify.com/track/42GP0xKtkolBnmqQRvSllO,2005-01-15,64,374973,0.442,0.00648,0.951,1.12e-06,0.0887,0.158,-5.27,0.11,154.004,2005,energetic,2005
What I Like About You,What I Like About You (And Other Romantic Hits),The Romantics,http://open.spotify.com/track/6NdcSEhpGGAYXNnnhGS2s6,1990,68,175400,0.542,0.319,0.915,5.34e-05,0.171,0.92,-9.637,0.0549,159.81,1990,energetic,1990
What Should Have Been,What Should Have Been,Ron Verboom,http://open.spotify.com/track/0joCizO7Hg4JxL3o9mRAKA,2020-03-06,30,152157,0.322,0.994,0.149,0.92,0.122,0.0655,-17.948,0.0515,114.695,2020,calm,2020
What's Good,What's Good,Fenne Lily,http://open.spotify.com/track/6OBl3esnGuz8PllwDWinWS,2017-03-17,49,216875,0.542,0.935,0.0957,6.4e-06,0.182,0.259,-14.518,0.0404,134.739,2017,calm,2017
When The World Stood Still,When The World Stood Still,Florejan Verschueren,http://open.spotify.com/track/0w9rKPt8242huJZKFA1zGX,2020-07-10,35,217339,0.461,0.989,0.0167,0.848,0.11,0.259,-22.104,0.0509,73.77,2020,calm,2020
When They Come,When They Come,Threading Hair,http://open.spotify.com/track/100jBpD7nuiMriR7ErXQ9S,2019-09-16,57,262000,0.501,0.922,0.378,0.825,0.115,0.193,-14.959,0.0269,108.034,2019,calm,2019
When You Left,When You Left,Rouge Haven,http://open.spotify.com/track/1uu52K2fxY7Hl4LQ8AtTyY,2020-04-21,52,177224,0.56,0.984,0.0853,0.918,0.108,0.113,-15.918,0.0324,96.646,2020,calm,2020
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,http://open.spotify.com/track/4pODZqgdj6Iwci7jruY5xf,2018-08-10,14,336481,0.6509999999999999,0.333,0.848,0.763,0.101,0.154,-8.941,0.0458,119.977,2018,angry,2018
While the Rest of the World Sleeps,While the Rest of the World Sleeps,Josh Kramer,http://open.spotify.com/track/4Hi0t9QQODb9k3aSM8SFb6,2020-01-31,35,231841,0.423,0.988,0.0442,0.947,0.108,0.182,-21.088,0.0378,73.407,2020,calm,2020
Whiskey In The Jar,"Garage, Inc.",Metallica,http://open.spotify.com/track/77gY3WsOnEsq9JOWgBmdLj,1998-11-24,0,304893,0.511,5.36e-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,1998,energetic,1998
White Lies,We Sound Electric,Stacy Crowne,http://open.spotify.com/track/0BvlCuNiWLE78NiZCiUxM7,2019-10-04,18,208353,0.336,0.00797,0.88,0.0,0.445,0.485,-5.675,0.0739,155.004,2019,energetic,2019
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,http://open.spotify.com/track/1FoMWISq2KNqKappkrG5Yo,2018-03-16,44,210000,0.6559999999999999,0.00428,0.8959999999999999,0.00013700000000000002,0.192,0.506,-4.461,0.0936,128.026,2018,energetic,2018
White Sparks,White Sparks,Wilson Trouvé,http://open.spotify.com/track/7LF1XX9NNuvFtrRliJSEoh,2019-12-13,30,126801,0.574,0.989,0.0835,0.935,0.117,0.265,-22.763,0.0413,106.027,2019,calm,2019
Whitehaven,Whitehaven,Martèn LeGrand,http://open.spotify.com/track/2WuNoTD5hLhu1yVgMarTFq,2020-07-31,28,219000,0.498,0.983,0.18,0.928,0.0924,0.038,-19.81900000000001,0.0426,77.407,2020,calm,2020
Wild Trails,Wild Trails,Epi-Soothe,http://open.spotify.com/track/2urxHALnoeVxG82o57q0ny,2019-08-27,52,218501,0.213,0.742,0.233,0.8809999999999999,0.149,0.0378,-14.347,0.0289,94.94,2019,calm,2019
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,http://open.spotify.com/track/2Fgo49RzWsVWKcwAksPWq8,2018-10-19,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,2018,energetic,2018
Willet,Swan,Dust Follows,http://open.spotify.com/track/6UesrqZXshkMjY07kVnlkU,2020-03-27,48,179610,0.425,0.967,0.168,0.818,0.16,0.0376,-14.064,0.0322,90.076,2020,calm,2020
Winter Scenery,Winter Scenery,Wilson Trouvé,http://open.spotify.com/track/2F4iGuSSSRWpYCeWN4SoRr,2020-02-21,29,171283,0.79,0.993,0.179,0.965,0.102,0.562,-25.43,0.0853,80.993,2020,calm,2020
Wish I Was Better,Wish I Was Better,Kina,http://open.spotify.com/track/1kAkUHFb7ryeVkVSRD6Nkj,2020-04-10,70,140571,0.732,0.747,0.304,6.13e-05,0.143,0.185,-13.086,0.111,139.965,2020,calm,2020
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,http://open.spotify.com/track/1wHSxWBfPr3GO31y8KGrWe,1975-09-12,0,334743,0.481,0.735,0.262,0.0114,0.8320000000000001,0.375,-15.73,0.0414,122.883,1975,calm,1975
Wolkendans,Soms Alleen,Doeke,http://open.spotify.com/track/3BuuxHhwQ4AQvDA9dzvSry,2020-07-10,32,120029,0.38,0.996,0.0355,0.91,0.115,0.22,-27.118,0.0465,179.205,2020,calm,2020
Wonderful Together (feat. Envy Monroe),Wonderful Together (feat. Envy Monroe),Blasterjaxx,http://open.spotify.com/track/3UaStdVN7y9A6ktTmkFDTk,2019-06-14,53,203076,0.591,0.0484,0.759,1.23e-06,0.108,0.235,-3.785,0.0404,130.043,2019,energetic,2019
Wonderwall,(What's the Story) Morning Glory?,Oasis,http://open.spotify.com/track/79RUMZfMNMpqZnswovvTqv,1995-10-02,15,258906,0.412,0.00214,0.8440000000000001,0.0,0.134,0.459,-5.613,0.037,174.452,1995,energetic,1995
Woodland Heart,Woodland Heart,Ghost Of Summer,http://open.spotify.com/track/1z7GhYG0KqAmebdLfuoYho,2019-08-30,53,160105,0.516,0.84,0.177,0.8170000000000001,0.135,0.132,-20.473,0.0312,94.994,2019,calm,2019
Words I Heard,Words I Heard,Julia Holter,http://open.spotify.com/track/12nUGGcjJgQYkGawzk0rJp,2018-10-17,18,399012,0.124,0.228,0.347,0.00325,0.147,0.16,-11.392,0.0335,76.868,2018,sad,2018
Worlds Collide - Edison Cole Remix,Worlds Collide (Remixes),NERVO,http://open.spotify.com/track/3JqpIjrQfmW68YkpxXWPL4,2019-11-22,55,192413,0.631,0.0149,0.862,6.23e-05,0.103,0.438,-4.114,0.0515,145.01,2019,energetic,2019
Would You Rather,Stranger in the Alps,Phoebe Bridgers,http://open.spotify.com/track/4ctEt5qumxA8RuzdeQagkk,2017-09-22,49,199080,0.482,0.936,0.363,0.000109,0.104,0.261,-10.925999999999998,0.0309,135.779,2017,calm,2017
You Are Safe With Me,delta/alpha,Jef Martens,http://open.spotify.com/track/4t2XUVB63KvQWeAlAaaqAz,2020-05-01,35,86125,0.392,0.99,0.039,0.949,0.1,0.389,-27.643,0.0312,99.731,2020,calm,2020
You Can't Rely on My Love,You Can't Rely on My Love,Mordkey,http://open.spotify.com/track/6Nl2wvFyKjiyPKrhE4Rth1,2018-05-04,52,188571,0.6859999999999999,0.0534,0.775,9.39e-06,0.44,0.454,-7.247000000000001,0.185,126.013,2018,energetic,2018
"You're Gonna Go Far, Kid",21 Alt Rock Anthems,Various Artists,http://open.spotify.com/track/7oypoJJHZOALqQlGKpTefk,2014-07-22,0,178333,0.547,0.00485,0.877,0.0,0.247,0.611,-5.135,0.0658,126.083,2014,energetic,2014
Your Turn Now,Your Turn Now,Aaron Smith,http://open.spotify.com/track/6Ij1Soe86rp6D9YsxwCz9N,2020-07-10,49,239500,0.634,0.8190000000000001,0.193,0.0,0.113,0.159,-9.503,0.0277,95.004,2020,calm,2020
alpha waves,alpha waves,Eucalyptic,http://open.spotify.com/track/5ZCW5CDwhfXJGL2MzxGwhx,2019-11-11,59,205127,0.561,0.795,0.314,0.8759999999999999,0.115,0.0883,-16.989,0.0281,95.931,2019,calm,2019
blue,blue,Kamal.,http://open.spotify.com/track/7pt64sepCy5QmDrgy9wOJS,2020-05-20,58,184500,0.725,0.6679999999999999,0.258,2.63e-05,0.0955,0.173,-14.065,0.255,127.876,2020,calm,2020
coeur noir,coeur noir,Leo Nocta,http://open.spotify.com/track/0JsYp2UosjQpePYbHCvXWZ,2020-07-17,34,262280,0.235,0.926,0.233,0.89,0.069,0.1639999999999999,-21.173,0.0712,66.866,2020,calm,2020
comethru,"summer,",Jeremy Zucker,http://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2018-09-28,78,181613,0.795,0.607,0.178,0.0,0.623,0.608,-11.991,0.0574,93.982,2018,calm,2018
cry on airplanes,cry on airplanes,Julian,http://open.spotify.com/track/1elEZGOMFRU5n7bnOtUaqi,2020-04-10,40,226000,0.763,0.5479999999999999,0.3720000000000001,0.000638,0.116,0.76,-7.07,0.0683,85.01,2020,calm,2020
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,http://open.spotify.com/track/58qX77t2VWMWcycsh9zKLc,2020-05-08,68,184505,0.535,0.7709999999999999,0.359,0.0,0.111,0.488,-9.343,0.0607,154.16299999999995,2020,calm,2020
lovely (with Khalid),lovely (with Khalid),Billie Eilish,http://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2018-04-19,88,200185,0.351,0.934,0.296,0.0,0.095,0.12,-10.109,0.0333,115.284,2018,calm,2018
mellow,sleep escape,cloudcrush,http://open.spotify.com/track/1yJXNOEP2bq1N1691n37oS,2020-05-20,48,144434,0.609,0.985,0.157,0.792,0.112,0.0698,-15.792,0.0322,111.966,2020,calm,2020
pass you by,the voicenotes,Alaina Castillo,http://open.spotify.com/track/4NVwMupCTfITPXetR5aozp,2020-04-24,60,245945,0.51,0.892,0.355,0.0,0.133,0.453,-6.882999999999999,0.0287,141.796,2020,calm,2020
the frost,sentience,praam,http://open.spotify.com/track/7l4b5JYnl1WwUfvJgKmUwr,2020-01-24,35,254440,0.259,0.956,0.259,0.942,0.0923,0.0403,-18.89,0.0594,123.693,2020,calm,2020
the theme song,notion,Teodor Wolgers,http://open.spotify.com/track/3n2QaRyg5nTg5Cwwq5mw3Q,2020-04-24,36,159840,0.604,0.986,0.03,0.952,0.105,0.15,-27.007,0.0386,117.781,2020,calm,2020
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,http://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019-03-29,87,196077,0.3670000000000001,0.978,0.111,3.97e-05,0.0897,0.198,-14.084,0.0972,82.64200000000002,2019,calm,2019
windcatcher,windcatcher,Leo Nocta,http://open.spotify.com/track/59VApBbrS2IADQk4ml5mdo,2020-06-19,36,123066,0.402,0.961,0.236,0.919,0.0921,0.146,-20.615,0.0603,129.736,2020,calm,2020
you broke me first,you broke me first,Tate McRae,http://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,2020-04-17,87,169265,0.642,0.7859999999999999,0.374,0.0,0.0906,0.0799,-9.386,0.0545,124.099,2020,calm,2020
you were good to me,brent,Jeremy Zucker,http://open.spotify.com/track/4CxFN5zON70B3VOPBYbd6P,2019-05-03,76,219146,0.561,0.913,0.0848,2.62e-05,0.112,0.206,-15.099,0.0404,102.128,2019,calm,2019
æfre,æfre,praam,http://open.spotify.com/track/2irbT1BSYaIEF44PlyKaoM,2020-07-17,41,186331,0.377,0.994,0.0156,0.8809999999999999,0.0991,0.0804,-28.435,0.0397,140.179,2020,calm,2020
